registry_id	class	lexeme	code_points	context	fixity	arity	precedence	associativity	canonical_ascii	domain	current_state	target_state	installation_state	source_registry_tsv_sha256
NSR-DOM-020	DOMAIN_GATED	‰	U+2030	ratio/units profile	postfix	1	P170_POSTFIX	left	PerMille()	std.units.ratio	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_POSTFIX	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-021	DOMAIN_GATED	‱	U+2031	finance/ratio profile	postfix	1	P170_POSTFIX	left	BasisPoints()	std.units.ratio	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_POSTFIX	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-022	DOMAIN_GATED	°C	U+00B0 U+0043	temperature/units profile	postfix unit suffix	1	P170_POSTFIX	left	Temperature.celsius()	std.units.temperature	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_SUFFIX	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-023	DOMAIN_GATED	°F	U+00B0 U+0046	temperature/units profile	postfix unit suffix	1	P170_POSTFIX	left	Temperature.fahrenheit()	std.units.temperature	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_SUFFIX	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-024	DOMAIN_GATED	∈	U+2208	set/collection profile	infix	2	P120_RELATIONAL	non-associative	contains()	std.set	COLLECTION_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-025	DOMAIN_GATED	∉	U+2209	set/collection profile	infix	2	P120_RELATIONAL	non-associative	!contains()	std.set	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-026	DOMAIN_GATED	∪	U+222A	set profile	infix	2	P130_ADDITIVE	left	union()	std.set	SET_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-027	DOMAIN_GATED	∩	U+2229	set profile	infix	2	P140_MULTIPLICATIVE	left	intersection()	std.set	SET_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-028	DOMAIN_GATED	∖	U+2216	set profile	infix	2	P130_ADDITIVE	left	difference()	std.set	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-029	DOMAIN_GATED	△	U+25B3	set profile	infix	2	P130_ADDITIVE	left	symmetricDifference()	std.set	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-030	DOMAIN_GATED	⊆	U+2286	set profile	infix	2	P120_RELATIONAL	non-associative	isSubsetOf()	std.set	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-031	DOMAIN_GATED	⊂	U+2282	set profile	infix	2	P120_RELATIONAL	non-associative	isProperSubsetOf()	std.set	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-032	DOMAIN_GATED	⊇	U+2287	set profile	infix	2	P120_RELATIONAL	non-associative	isSupersetOf()	std.set	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-033	DOMAIN_GATED	⊃	U+2283	set profile	infix	2	P120_RELATIONAL	non-associative	isProperSupersetOf()	std.set	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-034	DOMAIN_GATED	×	U+00D7	set profile	infix	2	P140_MULTIPLICATIVE	left	cartesianProduct()	std.set	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-035	DOMAIN_GATED	∅	U+2205	set profile	literal	0	LITERAL	N/A	Set.empty()	std.set	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_LITERAL	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-036	DOMAIN_GATED	·	U+00B7	vector/matrix profile	infix	2	P140_MULTIPLICATIVE	left	dot()	std.linalg	NATIVE_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-037	DOMAIN_GATED	×	U+00D7	Vector3/geometry profile	infix	2	P140_MULTIPLICATIVE	left	cross()	std.linalg.geometry	NATIVE_SUBSTRATE_PARTIAL_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-038	DOMAIN_GATED	⊙	U+2299	matrix/tensor profile	infix	2	P140_MULTIPLICATIVE	left	hadamard()	std.linalg	NATIVE_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-039	DOMAIN_GATED	⊗	U+2297	matrix/tensor profile	infix	2	P140_MULTIPLICATIVE	left	tensorProduct()	std.linalg	NATIVE_SUBSTRATE_PARTIAL_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-040	DOMAIN_GATED	⊕	U+2295	algebra/matrix profile	infix	2	P130_ADDITIVE	left	directSum()	std.linalg	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-041	DOMAIN_GATED	ᵀ	U+1D40	matrix/tensor profile	postfix	1	P170_POSTFIX	left	transpose()	std.linalg	NATIVE_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED_POSTFIX	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-042	DOMAIN_GATED	†	U+2020	complex linear-algebra profile	postfix	1	P170_POSTFIX	left	adjoint()	std.linalg.complex	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_POSTFIX	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-043	DOMAIN_GATED	⁻¹	U+207B U+00B9	algebra/matrix profile	postfix	1	P170_POSTFIX	left	inverse()	std.linalg	NATIVE_SUBSTRATE_PARTIAL_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED_POSTFIX	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-044	DOMAIN_GATED	‖x‖	U+2016 U+0078 U+2016	vector/matrix profile	delimited	1	DELIMITER_OPERATOR	N/A	norm()	std.linalg	NATIVE_SUBSTRATE_PARTIAL_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-045	DOMAIN_GATED	⟨u,v⟩	U+27E8 U+0075 U+002C U+0076 U+27E9	inner-product-space profile	delimited	2	DELIMITER_OPERATOR	N/A	innerProduct()	std.linalg	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-046	DOMAIN_GATED	∘	U+2218	callable/algebra profile	infix	2	P145_COMPOSITION	right	compose()	std.functional	CALLABLE_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-047	DOMAIN_GATED	⟂	U+27C2	linear/geometry profile	infix	2	P120_RELATIONAL	non-associative	isOrthogonalTo()	std.linalg.geometry	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-048	DOMAIN_GATED	∥	U+2225	geometry profile	infix	2	P120_RELATIONAL	non-associative	isParallelTo()	std.geometry	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-049	DOMAIN_GATED	∫	U+222B	calculus profile	binder	1+	BINDER	N/A	integrate()	std.calculus	NATIVE_INTEGRATION_SUBSTRATE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED_BINDER	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-050	DOMAIN_GATED	∬	U+222C	multidimensional calculus profile	binder	2+	BINDER	N/A	integrate2D()	std.calculus	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_BINDER	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-051	DOMAIN_GATED	∭	U+222D	multidimensional calculus profile	binder	3+	BINDER	N/A	integrate3D()	std.calculus	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_BINDER	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-052	DOMAIN_GATED	∮	U+222E	complex/vector calculus profile	binder	1+	BINDER	N/A	contourIntegrate()	std.calculus	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_BINDER	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-053	DOMAIN_GATED	∂	U+2202	calculus/autodiff/symbolic profile	prefix/binder	2+	BINDER	N/A	partial()	std.calculus	AUTODIFF_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-054	DOMAIN_GATED	∇	U+2207	vector calculus/autodiff profile	prefix	1	P150_PREFIX	right	gradient()	std.calculus	AUTODIFF_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-055	DOMAIN_GATED	∇·	U+2207 U+00B7	vector calculus profile	prefix compound	1	P150_PREFIX	right	divergence()	std.calculus	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-056	DOMAIN_GATED	∇×	U+2207 U+00D7	vector calculus profile	prefix compound	1	P150_PREFIX	right	curl()	std.calculus	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-057	DOMAIN_GATED	Δ	U+0394	calculus/PDE profile	prefix	1	P150_PREFIX	right	laplacian()	std.calculus	PDE_SUBSTRATE_PARTIAL_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-058	DOMAIN_GATED	∼	U+223C	probability model profile	infix declaration/relation	2	SPECIAL_PROBABILITY	non-associative	distributedAs()	std.probability	DISTRIBUTION_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-059	DOMAIN_GATED	⫫	U+2AEB	probability model profile	infix	2	P120_RELATIONAL	non-associative	independentOf()	std.probability	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-060	DOMAIN_GATED	|	U+007C	inside `P(...)` probability grammar only	contextual separator	2	PROBABILITY_GRAMMAR	N/A	conditionalOn()	std.probability	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_CONTEXTUAL	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-061	DOMAIN_GATED	∀	U+2200	contract/solver/formal profile	binder	1+	BINDER	N/A	forAll()	std.logic	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_BINDER	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-062	DOMAIN_GATED	∃	U+2203	contract/solver/formal profile	binder	1+	BINDER	N/A	exists()	std.logic	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_BINDER	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-063	DOMAIN_GATED	∄	U+2204	contract/solver/formal profile	binder	1+	BINDER	N/A	notExists()	std.logic	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_BINDER	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-064	DOMAIN_GATED	⇒	U+21D2	formal logic/contract profile	infix	2	P070_IMPLICATION	right	implies	std.logic	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-065	DOMAIN_GATED	⇔	U+21D4	formal logic/contract profile	infix	2	P060_EQUIVALENCE	non-associative	iff	std.logic	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-066	DOMAIN_GATED	⊢	U+22A2	proof profile	infix/sequent	2+	PROOF_GRAMMAR	N/A	proves()	std.proof	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-067	DOMAIN_GATED	⊨	U+22A8	model-checking profile	infix	2	PROOF_GRAMMAR	N/A	satisfies()	std.model	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-068	DOMAIN_GATED	⊼	U+22BC	formal Boolean profile	infix	2	P090_AND	left	nand	std.logic	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-069	DOMAIN_GATED	⊽	U+22BD	formal Boolean profile	infix	2	P080_OR	left	nor	std.logic	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-070	DOMAIN_GATED	→	U+2192	graph profile only	infix declaration	2	GRAPH_GRAMMAR	non-associative	directedEdgeTo()	std.graph	GRAPH_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-071	DOMAIN_GATED	↔	U+2194	graph profile only	infix declaration	2	GRAPH_GRAMMAR	non-associative	bidirectionalEdge()	std.graph	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-072	DOMAIN_GATED	⇢	U+21E2	workflow/dataflow profile	infix declaration	2	GRAPH_GRAMMAR	non-associative	asyncEdgeTo()	std.workflow	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-073	DOMAIN_GATED	⟶	U+27F6	statechart/workflow profile	infix declaration	2	GRAPH_GRAMMAR	non-associative	transitionTo()	std.statechart	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-074	DOMAIN_GATED	⧺	U+29FA	Text profile	infix	2	P130_ADDITIVE	left	concat()	std.text	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-075	DOMAIN_GATED	=~	U+003D U+007E	bounded regex profile	infix	2	P110_EQUALITY	non-associative	matches()	std.regex	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-076	DOMAIN_GATED	!~	U+0021 U+007E	bounded regex profile	infix	2	P110_EQUALITY	non-associative	!matches()	std.regex	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-DOM-077	DOMAIN_GATED	${...}	U+0024 U+007B U+002E U+002E U+002E U+007D	inside interpolated Text literals only	embedded expression	1	TEXT_TEMPLATE_GRAMMAR	N/A	FormatPlan interpolation	std.text.format	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_AFTER_FORMATPLAN	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
